"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
417060,"Epsilon","Core","agarcdomi","UNCONFIRMED"," ---","Live validation support","2013-09-12 04:39:04"
484130,"Gendoc","Core","antonio.campesino.robles","UNCONFIRMED"," ---","Gendoc batch launcher should allow to specify all the generation parameters instead of the sole template.","2019-07-23 09:55:37"
484151,"Gendoc","Core","antonio.campesino.robles","UNCONFIRMED"," ---","Doc generation should insert fields with error messages in the templates where the errors are located","2018-02-13 04:47:12"
377289,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Preserve the sorting option in the outline","2012-04-20 10:04:57"
379132,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","NPE when validating a non container EObject with Evl","2019-09-05 11:41:50"
379151,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","NPE when in EvlMarkerResolutionGenerator#addResolution()","2012-05-10 11:31:44"
380530,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Qualified names in EPackage registry view","2012-05-24 08:20:34"
384355,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Variables are not automatically displayed in debugger","2012-07-05 08:21:31"
394554,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","[EGL] TemplateFactory#load template root directory not properly set for nested loads","2012-11-24 04:57:09"
405768,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","exceed.- custom icon locations","2013-04-16 03:30:28"
406195,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Ability to access attributes of references in label description","2013-04-25 02:47:34"
412290,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Support of metamodels that span across several files","2013-07-04 06:37:22"
414469,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Epsilon Book - Add a chapter for integration with Eclipse","2013-08-06 04:34:22"
414554,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Epsilon Book - Describe the context management capabilities","2013-08-07 05:52:41"
417306,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","auto-apply-fix flag in EVL ANT task","2014-03-18 06:27:52"
418308,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","EObjectValidator is called multiple times for models that use multiple packages","2020-04-18 15:12:33"
421228,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Documentation on available workflow tasks","2013-11-07 05:42:23"
425755,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Feature request: Extend ""Run dialog"" to use .epl files","2014-01-16 10:13:14"
441979,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Provide some sort of documentation generator","2014-08-18 10:52:32"
444522,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Use EOL operation and/or EOL files on Exeed","2014-09-18 14:06:09"
444706,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Provide mechanism for etl and eml modules to import transformation traces","2014-09-26 11:49:05"
476827,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","EVL plugin generation from the EMF file","2015-09-08 02:11:00"
476828,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Multi-page editor support on top of the other two","2015-09-08 02:13:42"
476829,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Model diagram transformation to XML","2015-09-08 02:14:54"
476830,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","An autogenerated API for controlling the diagram elements","2015-09-08 02:16:05"
484863,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Speed up the wizards' load time","2015-12-23 10:14:59"
526638,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Force metamodel registration on startup","2017-10-30 10:15:57"
540533,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","ECL Enhancement proposal for adding a nomatch option","2018-11-01 12:44:40"
551540,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","[EVL] Epsilon + Xtext: quick fixes are not shown in Xtext editor","2019-10-01 08:30:26"
574287,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","org.eclipse.epsilon.workflow@2.3.0.202104221823 exports org.apache.ant","2021-06-18 01:26:02"
575027,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","[ETL] Direct access to output variables of a transformation rule in other rules","2021-07-26 03:34:45"
580477,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","Performance improvement for the Epsilon Simulink Driver","2022-08-11 05:02:17"
580551,"Epsilon","Core","dkolovos","UNCONFIRMED"," ---","With Statement Implementation","2022-08-11 10:59:11"
465422,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Unhandled event loop exception","2015-11-04 08:49:20"
465424,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Error setting focus to : org.eclipse.e4.ui.model.application.ui.basic.impl.PartImpl Outline","2015-11-04 08:48:19"
471435,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Eclipse application hangs for couple of minutes, not responsive.","2015-11-04 08:50:55"
477644,"EPP","rcp-package","epp.packager-inbox","UNCONFIRMED"," ---","Unhandled event loop","2015-11-04 08:52:50"
484982,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","EGIT History View Empty.  Exception Thrown:  Unhandled event loop exception","2015-12-30 06:06:38"
486286,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Team Menu show History","2016-01-21 11:53:19"
496826,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","After fresh install of Eclipse Neon, connecting to Marketplace fails","2016-06-27 13:11:38"
497173,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Hibernate Tools Plugin does not accept DB url with hyphen","2016-07-03 15:27:00"
507249,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","error while formatting code","2016-11-08 17:31:29"
511588,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","NullPointerException during plugin startup","2017-02-02 12:07:47"
515187,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".","2017-04-28 13:43:14"
526152,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Unable to create class 'org.eclipse.ui.internal.LegacyTrim' from bundle '818' when staring eclipse with a new workspace on Mac OS X High Siearra","2017-12-20 05:57:44"
527127,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Rules Manager - Not opening project Reusable Ruleset","2017-11-10 11:30:11"
529616,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","issue while testing connection","2018-01-10 14:54:15"
536646,"EPP","rcp-package","epp.packager-inbox","UNCONFIRMED"," ---","Error while copying text from java editor tooltip","2018-07-03 12:38:52"
544102,"EPP","dsl-package","epp.packager-inbox","UNCONFIRMED"," ---","Short GUI freeze","2019-02-04 15:57:23"
577933,"EPP","jee-package","epp.packager-inbox","UNCONFIRMED"," ---","Unable to add JBoss AS / Wildfly server","2021-12-22 09:41:15"
514447,"Equinox","Framework","equinox.framework-inbox","UNCONFIRMED"," ---","Cannot verify a SignedContentEntry when its size exceeds MAX_INT","2017-04-19 16:55:55"
507544,"GEF","GEF-Legacy GEF (MVC)","gef-inbox","UNCONFIRMED"," ---","Ellipsis do not appear on special symbols in palette.","2016-11-17 06:58:14"
463584,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Ability to generate fields","2018-02-13 04:39:40"
479930,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","[Papyrus] Gendoc should allow to generate doc for one class (or one SysML Block)","2018-02-13 04:40:19"
484159,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","tables should allow merging cells","2015-12-10 17:00:06"
497363,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","The svg image is not loaded correctly from the filepath: error message instead","2016-08-16 12:14:02"
498589,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","[CDO] problem with referencing a model","2016-07-27 11:49:03"
499604,"Gendoc","Others","gendoc-inbox","UNCONFIRMED"," ---","[Papyrus] new method in Papyrus bundle to replace linked elements","2016-11-25 12:01:44"
499614,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","No generation when the document archive contains two files with the same name","2016-08-16 05:35:45"
501967,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","[GenDoc] Variable diagram image quality","2016-09-23 11:05:18"
518539,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Wrong image file path in <image> tag","2017-06-27 04:58:17"
518540,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Does not support *.svg image.","2017-06-29 23:09:08"
518671,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","MPapyrus diagrams under a package does not exist in generated document","2017-11-02 03:39:57"
519743,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Integration of Gendoc with Reqcycle","2017-07-17 04:45:36"
519744,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Run out of memory problem","2017-07-17 04:32:36"
539284,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","The size of the image cannot go higher than a 17.51cm width","2018-09-20 09:18:08"
559004,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Subdocument with fragments","2020-01-15 10:56:49"
573278,"Gendoc","Core","gendoc-inbox","UNCONFIRMED"," ---","Gendoc reports error running on Eclipse 2103","2021-05-04 02:56:36"
515693,"Gendoc","Core","mohamed-ali.bachtobji","UNCONFIRMED"," ---","Open GENDOC starting window as a background task","2018-03-23 07:44:56"
548977,"Epsilon","Core","dkolovos","NEW"," ---","Successive else if statements lead to exponential parse time","2020-04-13 20:39:10"
199330,"Equinox","Incubator","equinox.incubator-inbox","NEW"," ---","[sec] Support Java security provider framework (JCA) in Eclipse","2019-09-06 16:15:59"
33587,"GEF","GEF-Legacy GEF (MVC)","gef-inbox","NEW"," ---","[Palette] PaletteDrawer should support open and closed ImageDescriptor","2013-10-17 09:49:42"
74784,"GEF","GEF-Legacy GEF (MVC)","gef-inbox","NEW"," ---","Graphical Text support","2007-08-15 11:04:00"
459315,"GEF","GEF Zest","gef-inbox","NEW"," ---","Add support for animated transitions to Zest.FX.","2016-02-03 05:01:53"
467033,"GEF","GEF Cloudio","gef-inbox","NEW"," ---","TagCloudView cannot be properly resized","2016-02-03 04:54:43"
477982,"GEF","GEF Zest","hniederhausen","NEW"," ---","Move ""default"" Zest.FX stylesheet into Zest.FX Graph Example.","2018-11-30 08:16:26"
351292,"Epsilon","Core","agarcdomi","NEW"," ---","[EOL] Add support for properties based on context operations","2012-02-06 10:59:40"
45759,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[GraphLayout] Endless loop in DirectedGraphLayout with nodes with edges to self","2013-10-17 09:45:25"
49472,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","Toolbar Delete action doesnt have hover help","2013-10-17 09:45:12"
82736,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[Palette] palette animation disable property","2013-10-17 09:44:28"
84542,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[Ruler] Toggle Ruler and Grid Commands are not active in editor right click menu","2013-10-17 09:44:47"
105384,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","Caret not revealed when typing in text example","2016-12-14 11:19:26"
106065,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","moving the caret with the arrow keys doesn't move the viewport accordingly","2016-12-14 11:17:04"
133022,"GEF","GEF-Legacy Draw2d","ahunter.eclipse","NEW"," ---","[GraphLayout] graph layout algorithm not optimal for edge crossings","2013-10-17 09:44:44"
139666,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[DnD] TreeViewerTransferDropListener causes reorder problems","2013-10-17 09:44:42"
146604,"GEF","GEF-Legacy Draw2d","ahunter.eclipse","NEW"," ---","Direct instantiation of SWTGraphics in DeferredUpdateManager","2013-10-17 09:44:56"
161491,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[Palette] palette view should update if page in MultiPageEditorPart changes","2010-11-04 17:40:17"
173669,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","SnapToGrid does not work for EAST and SOUTH","2012-10-08 15:06:19"
215415,"GEF","GEF-Legacy GEF (MVC)","ahunter.eclipse","NEW"," ---","[doc] [PII]","2013-10-17 09:44:50"
255534,"GEF","GEF-Legacy Draw2d","ahunter.eclipse","NEW"," ---","Optimize startup performance by replacing EventListenerList implementation","2013-10-17 09:45:17"
281327,"GEF","GEF-Legacy Draw2d","ahunter.eclipse","NEW"," ---","Patch for DeferredUpdateManager: Replace RunnableChain by List","2013-10-17 09:44:36"
530742,"Epsilon","Core","arcanefoam","NEW"," ---","extension point=""org.eclipse.ui.popupMenus"" deprecated","2018-02-05 11:07:30"
540646,"Epsilon","Core","arcanefoam","NEW"," ---","Make ETL Trace an Model","2018-10-31 05:47:29"
464007,"EPP","jee-package","cbridgha","NEW"," ---","Improve Welcome/About description","2015-05-07 03:59:50"
411330,"EPP","modeling-package","cedric.brun","NEW"," ---","No Xtext!","2013-10-02 10:12:17"
304977,"Epsilon","Core","dkolovos","NEW"," ---","eol script for copying eugenia annotations from one version of a model to another","2012-02-06 10:59:20"
313768,"Epsilon","Core","dkolovos","NEW"," ---","Integration of ECL with EMF Compare","2012-02-06 10:59:20"
313776,"Epsilon","Core","dkolovos","NEW"," ---","Querying of metamodel file crashes if metamodel doesn't exist","2012-02-06 10:59:15"
317275,"Epsilon","Core","dkolovos","NEW"," ---","Enable the user to drag and drop elements from the EPackage Registry View","2012-02-06 10:59:39"
325319,"Epsilon","Core","dkolovos","NEW"," ---","Make it easier/quicker to create a launch configuration for validating a single model","2012-02-06 10:59:24"
359092,"Epsilon","Core","dkolovos","NEW"," ---","[Debugger] Test with ""platform:/plugin/..."" URLs","2013-03-28 18:56:26"
384333,"Epsilon","Core","dkolovos","NEW"," ---","Allow more non alphanumeric characters in identifiers","2012-07-17 01:58:28"
420813,"Epsilon","Core","dkolovos","NEW"," ---","Eugenia should check for packages and classes with the same name","2013-10-31 10:29:05"
421162,"Epsilon","Core","dkolovos","NEW"," ---","[Eugenia] Link and Node with same name causes duplicate methods in generated GMF code","2013-11-08 07:47:50"
458122,"Epsilon","Core","dkolovos","NEW"," ---","determinePackagesFrom(ResourceSet resourceSet) in EMfModel only searches for pacakges in the EPackage registry","2020-04-16 02:45:02"
462419,"Epsilon","Core","dkolovos","NEW"," ---","Add support for coverage analysis","2015-03-17 18:14:42"
498296,"Epsilon","Core","dkolovos","NEW"," ---","Models with hrefs to itself in containment references cause duplicate elements","2016-07-21 12:11:08"
510342,"Epsilon","Core","dkolovos","NEW"," ---","Element modification in EMF Model changes allInstances list order","2017-01-12 12:56:43"
518156,"Epsilon","Core","dkolovos","NEW"," ---","Epsilon EMC CDT driver","2020-04-01 09:33:44"
534804,"Epsilon","Core","dkolovos","NEW"," ---","Add auto-detect meta model option to EMF model configuration dialog","2018-05-17 06:15:46"
540395,"Epsilon","Core","dkolovos","NEW"," ---","EmfModel getAllContents loads elements from ALL resources in the ResourceSet","2020-04-18 03:50:57"
540595,"Epsilon","Core","dkolovos","NEW"," ---","Inconsistent displayed license","2020-04-10 09:29:30"
544725,"Epsilon","Core","dkolovos","NEW"," ---","Add InputStream source field for all modules (via AbstractModule)","2019-02-22 10:56:57"
562466,"Epsilon","Core","dkolovos","NEW"," ---","Support pre and post blocks in NamedRule(?)","2020-04-24 09:19:17"
565641,"Epsilon","Core","dkolovos","NEW"," ---","org.apache.commons.csv not found during installation from update site","2020-07-29 07:15:46"
576538,"Epsilon","Core","dkolovos","NEW"," ---","Epsilon 1.5 mirrored by interim","2021-10-10 09:24:23"
579629,"Epsilon","Core","dkolovos","NEW"," ---","Examples missing files","2022-04-08 03:10:30"
223897,"Equinox","Components","eclipse","NEW"," ---","[transforms] Transformer should allow specification of a Particular Transformer","2019-09-06 16:04:04"
577905,"EPP","Installer","epp.installer-inbox","NEW"," ---","Windows 7 update makes eclipse installer 2021-12R to fail with dll missing or corrupted error.","2021-12-20 07:14:56"
579224,"EPP","Installer","epp.installer-inbox","NEW"," ---","Eclipse JEE gz archive cannot be extracted, it fails","2022-03-11 07:44:57"
582332,"EPP","Installer","epp.installer-inbox","NEW"," ---","Installation ends with error - file missing","2023-08-28 03:00:29"
230357,"EPP","rcp-package","epp.packager-inbox","NEW"," ---","content changes in RCP package","2010-05-23 04:37:35"
236805,"EPP","rcp-package","epp.packager-inbox","NEW"," ---","Cannot update 3.4RC2","2008-06-12 09:54:26"
239377,"EPP","jee-package","epp.packager-inbox","NEW"," ---","Could improve ""how to get source"" instructions","2011-08-23 19:15:21"
