"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
498919,"Eavp","General","eavp-inbox","UNCONFIRMED"," ---","Target platform includes invalid Nebula URL on master branch","2016-07-30 15:28:33"
579591,"Eavp","General","eavp-inbox","UNCONFIRMED"," ---","aaaaaaaaaaaaaaaaaaa","2022-04-06 00:37:09"
579592,"Eavp","General","eavp-inbox","UNCONFIRMED"," ---","aweswfasdas","2022-04-06 00:38:22"
517283,"Eclemma","General","eclemma-inbox","UNCONFIRMED"," ---","NoStackTrace in CoverageLaunchShortcut.getDelegate","2017-05-26 04:20:17"
519685,"Eclemma","General","eclemma-inbox","UNCONFIRMED"," ---","NullPointerException in CellTextConverter.getCounter","2017-07-14 07:03:02"
567751,"Eclemma","General","eclemma-inbox","UNCONFIRMED"," ---","Select proper Launcher in case of multiple Launchers","2020-10-09 07:43:35"
446887,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","[sirius] Found 2 main representations files (that means not referenced by another) in ... (err_grp: d1d8725b)","2019-01-07 03:55:46"
518674,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","NullPointerSelection on every click","2017-08-10 07:41:36"
533656,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Enumerations without documentation do not have their border set to red","2018-04-17 05:49:50"
533658,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Setting more than one documentation annotation for an element only shows one.","2018-04-17 05:54:56"
539498,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Shape of EType Parameter is unfit for type parameters with long names","2018-09-26 10:14:04"
548669,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Add support for OCL / AQL constraints to Ecoretools","2019-06-26 06:05:43"
552356,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Properties window and return key","2019-10-23 10:46:25"
581271,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","Ecore editor reference icons shall have variant for 'containment'","2022-12-30 08:47:10"
581749,"Ecoretools","General","ecore-inbox","UNCONFIRMED"," ---","PackageNotFoundException importing maven project (persistence.xml)","2023-05-23 10:33:32"
496162,"EEF","Core","eef-inbox","UNCONFIRMED"," ---","Two components using the same view containing an  advanced table composition element editor generates code with build problem","2016-06-15 05:53:30"
519240,"EEF","Core","eef-inbox","UNCONFIRMED"," ---","Error in EEF 1.5.2 with reflection to access a field","2017-07-06 05:00:08"
541847,"EEF","User Interface","eef-inbox","UNCONFIRMED"," ---","EEFRuntimeUIMessages does not translate EMFModelViewerDialog_name_column_title to English","2018-12-03 08:29:24"
543828,"EEF","Core","eef-inbox","UNCONFIRMED"," ---","[Legacy] NPE in org.eclipse.emf.eef.runtime.part.impl.SectionPropertiesEditingPart#getDescriptor","2019-01-29 04:16:02"
548199,"EEF","User Interface","eef-inbox","UNCONFIRMED"," ---","Auto focus changed to the first text field on the composite","2019-06-13 02:56:36"
580067,"EEF","User Interface","eef-inbox","UNCONFIRMED"," ---","Label Text height doesn't adjust to the Font Size","2022-06-02 04:36:18"
581054,"EEF","User Interface","eef-inbox","UNCONFIRMED"," ---","In the ""LOCKED_BY_ME"" mode does not parse the ""Is Enabled Expression"" field.","2022-11-29 10:38:28"
