"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
405438,"EMF.EGF","Core","benoit.langlois","UNCONFIRMED"," ---","[egfbuild] Ant/Rmap generation for SVNLocation elements with default attribute values","2013-04-11 04:18:23"
444550,"EMF","Xcore","Ed.Merks","UNCONFIRMED"," ---","An internal error occurred during: ""Xtext validation"". (err_grp: abb5b847)","2014-09-19 04:09:34"
454174,"EMF","Core","Ed.Merks","UNCONFIRMED"," ---","[platform] UI freeze of 3.7s at 19:38:28.724","2014-12-09 14:00:07"
467812,"EMF.EGF","Core","egf-inbox","UNCONFIRMED"," ---","[EGF - Editor] Add EMF Jet editor support within EGF pattern edition","2015-05-21 04:20:45"
479238,"EMF.EGF","Core","egf-inbox","UNCONFIRMED"," ---","EMF edit generation do not generate multiple itemProviderAdapterFactories extension points","2015-10-07 08:38:54"
479239,"EMF.EGF","Core","egf-inbox","UNCONFIRMED"," ---","Generation chain CDO fcore generation do not fill the the EMF domain URI","2015-10-07 08:49:10"
493432,"EMF.EGF","Core","egf-inbox","UNCONFIRMED"," ---","EGF generation fails when two plugins are Exporting/Importing interdependant packages","2016-05-11 10:06:03"
521605,"EMF.EGF","Core","egf-inbox","UNCONFIRMED"," ---","[EGF-Genchain-tool] Build application with allowing binary cycles","2017-08-31 03:05:02"
434773,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Comparison fails when nsURI contains XSD reference","2014-05-28 04:51:34"
467517,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Extension point to expose generation package is misplaced","2015-05-20 10:55:19"
467548,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","FileNotFoundException in LocalNonWorkspaceTypedElement.getContents (72)","2015-05-19 04:20:31"
471653,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Infomations lost on features map comparison (with local history)","2015-07-02 05:38:28"
474033,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","Non-Deterministic SWTException when opening CompareDialog without differences","2015-10-05 06:28:51"
474040,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","Eclipse Freeze when canceling CompareDialog for new XMI-Instances","2015-10-05 06:20:33"
480309,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","It should be possible to remove the association between a file extension and EMF Compare","2015-10-21 10:03:32"
480310,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","SWT error when accepting a conflict on linux","2015-10-21 10:22:27"
480400,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","Undo action doesn't work during comparison in dialog view","2015-10-22 06:00:22"
485006,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","EKeys are not considered as exact match in a IObjectMatcher","2016-01-18 05:26:38"
485423,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","DefaultWeightProvider and EcoreWeightProvider do not cache irrelevant features","2016-01-08 09:33:13"
485425,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","ProximityMatcher should not use order for unordered containment references","2020-06-11 12:51:37"
485433,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","A weight provider cannot be registered for two nsURI's","2016-01-08 11:11:19"
488880,"EMFCompare","Team","emf.compare-inbox","UNCONFIRMED"," ---","[EMF Compare] Static profiles involve unhandled ecore/genmodel comparison","2016-03-03 03:42:05"
498413,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","NullPointerException in DropDownMergeMenuAction.setTextAndImage","2016-08-05 11:21:25"
505784,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","[Papyrus] Provide predefined filter that hides formatting-only changes in a diagram","2019-11-01 10:28:09"
505931,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","[EMF Compare] Pseudo conflicts wrongly detected when adding different children","2016-10-13 18:08:38"
508719,"EMFCompare","UI","emf.compare-inbox","UNCONFIRMED"," ---","some move differences or sub-differences of move differences are not located in tree content viewer","2017-01-04 08:38:23"
510458,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Publish EMF Compare Core on Maven","2020-03-23 04:29:55"
517046,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Performance problem ComparisonSpec","2017-09-07 10:31:29"
526397,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","[Papyrus] Merging dependencies with different targets gives multiple targets","2017-10-24 03:54:04"
538697,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","ClassCastException in FeatureMapChangeMerger when FeatureMap.Enry<EStructuralFeature, Boolean> should be removed","2019-03-04 11:21:21"
542959,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Error when doing SVN compare (from synchronize window) on oomph setup file","2019-02-18 04:06:22"
543707,"EMFCompare","Diagram","emf.compare-inbox","UNCONFIRMED"," ---","[Sirius] Applicability of DiffAccessorFactory/MatchAccessorFactory not specific enough","2019-02-18 04:15:19"
559769,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","DefaultMatchEngine#createResourceMatcher() referenced in doc is deprecated","2020-02-02 13:55:32"
562708,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","IllegalStateException when running Batchmerger.copyAllLeftToRight on two UML models","2020-05-04 07:45:55"
569948,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Lose the top-level match when containment of the root object is reversed","2020-12-28 20:39:36"
581194,"EMFCompare","Core","emf.compare-inbox","UNCONFIRMED"," ---","Multi-valued attribute changes are not merged properly after deserialization of comparison model","2022-12-19 07:46:40"
534800,"EMF.Diffmerge","Core","emfdiffmerge.core-inbox","UNCONFIRMED"," ---","Empty synthesis view if there are only technical differences","2018-05-17 05:23:45"
507364,"EMF.Parsley","Core","emfparsley-inbox","UNCONFIRMED"," ---","Support styled labels from item providers","2016-11-10 10:57:14"
519735,"EMF.Parsley","Core","emfparsley-inbox","UNCONFIRMED"," ---","Cannot Bind Xcore-Derived Edit Adapter Factory in DSL","2020-06-11 11:57:24"
