"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
419458,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Usage of HashSet and HashMap does not preserve the Resources ordering","2021-08-24 08:47:27"
430531,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","ModelLoadManager forces System.gc()","2021-08-24 08:48:08"
447379,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Add support for scheduling rules in the dynamic execution of workflows","2021-08-24 08:47:19"
447395,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Class loading problem during dynamic workflow execution when workflow contains generator components","2021-08-24 08:47:38"
448041,"Sphinx","Navigator & Editor Sockets","sphinx-inbox","UNCONFIRMED"," ---","[BasicTransactionalFormEditor] addPages() method is called twice when the tool is restarted resulting in addition of FormPages twice","2021-08-24 08:47:56"
451197,"Sphinx","Scripting Support","sphinx-inbox","UNCONFIRMED"," ---","Make Class loading in BasicWorkflowRunnerOperation generic and reuseable","2021-08-24 08:47:55"
460267,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Model Reloading issue in Sphinx","2021-08-24 08:47:35"
469242,"Sphinx","Navigator & Editor Sockets","sphinx-inbox","UNCONFIRMED"," ---","Scoping in properties view of UML Example Form Editor","2021-08-24 08:47:42"
480636,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Lock on editing domain inside AbstractLoadOperation","2016-06-01 16:20:03"
482078,"Sphinx","Validation Runtime Extensions","sphinx-inbox","UNCONFIRMED"," ---","Unable to navigate from Problem Marker View to corresponding model element having a model which is distributed over multiple resources","2017-03-27 09:43:00"
487092,"Sphinx","Scripting Support","sphinx-inbox","UNCONFIRMED"," ---","New workflow not loaded","2016-06-01 16:22:22"
487705,"Sphinx","Validation Runtime Extensions","sphinx-inbox","UNCONFIRMED"," ---","Check-based validation: How to disable automatic consistency checks","2016-06-01 16:27:46"
526093,"Sphinx","Scripting Support","sphinx-inbox","UNCONFIRMED"," ---","autodoc.py"", line 658, in import_object     __import__(self.modname) Caused by python decorators .... with autodoc View function mapping is overwriting an existing endpoint","2021-08-24 08:47:54"
527210,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","NegativeArraySizeException from proxy management. No thread safe","2021-08-24 08:47:57"
531085,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","ModelDescriptorRegistry#internalGetModel(IFile) throws ConcurrentModificationException","2021-08-24 08:47:56"
537664,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","No group notification raised  in BasicMetaModelVersionGroup","2021-08-24 08:48:00"
548030,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Execution of ModelLoadJob during workspace shutdown causes BundleException","2021-08-24 08:47:40"
565233,"Sphinx","Validation Runtime Extensions","sphinx-inbox","UNCONFIRMED"," ---","ValidationMarkerManager method does not return any  markers","2021-08-24 08:48:06"
571676,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Make file extension matching to content types case-insensitive","2021-08-24 08:48:02"
574070,"Sphinx","JDT and PDE Extensions","sphinx-inbox","UNCONFIRMED"," ---","Illegal reflective access by org.eclipse.sphinx.platform.util.ReflectUtil","2021-08-24 08:47:54"
580377,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---","Upgrade com.google.guava to 30.1 or higher","2022-07-14 04:42:33"
581065,"Sphinx","M2x IDE Integration","sphinx-inbox","UNCONFIRMED"," ---","Xtend/Xpand framework obsolete since > 4years, now removed from Eclipse >4.24","2022-11-17 08:30:00"
581195,"Sphinx","Validation Runtime Extensions","sphinx-inbox","UNCONFIRMED"," ---","java.util.MissingResourceException: The string resource 'IMG_ETOOL_PROBLEM_CATEGORY' could not be located","2022-12-09 22:07:35"
582543,"Sphinx","JDT and PDE Extensions","sphinx-inbox","UNCONFIRMED"," ---","Getting illegal reflective warning in  org.eclipse.sphinx.platform.util.ReflectUtil in sphinx 0.13.0","2023-10-18 03:39:14"
582588,"Sphinx","Core","sphinx-inbox","UNCONFIRMED"," ---",1,"2023-10-28 16:54:29"
402616,"Sphinx","Core","sphinx-inbox","NEW"," ---","[EMF Runtime Extensions] Improve ProxyResolutionBehavior","2021-08-24 08:48:07"
402721,"Sphinx","Core","sphinx-inbox","NEW"," ---","Memory improvements on MarkerJob","2021-08-24 08:47:41"
