"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
579705,"Passage","IDE","elena.parovyshnaya","UNCONFIRMED"," ---","Eclipse IDE fails to launch","2022-04-14 14:24:39"
581092,"Passage","IDE","elena.parovyshnaya","UNCONFIRMED"," ---","I have an error in a line that doesn't exist","2022-11-21 13:51:40"
571325,"Passage","Operator","elena.parovyshnaya","RESOLVED","FIXED","[Passage][Operator] encrypted licenses cannot be issued","2021-03-03 02:34:53"
571326,"Passage","Operator","elena.parovyshnaya","RESOLVED","FIXED","[Passage][Operator] cannot set preferred condition type for new User","2021-02-20 04:18:20"
545393,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide condition miner for ""user.home"" location","2019-03-21 06:45:28"
545408,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] split LIC ecore and bundles to isolate subdomains","2019-03-21 06:45:27"
545411,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] inline base LIC registry types","2019-03-21 06:45:26"
545455,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] change default target to 2018-12","2019-03-21 06:45:26"
545456,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""Features"" model migration ""*.lic_features"" from 0.3.3 to 0.4.0","2019-03-21 06:45:28"
545457,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""Products"" model migration ""*.lic_products"" from 0.3.3 to 0.4.0","2019-03-21 06:45:27"
545458,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""Users"" model migration ""*.lic_users"" from 0.3.3 to 0.4.0","2019-03-21 06:45:26"
545459,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""Licenses"" model migration ""*.lic_licenses"" from 0.3.3 to 0.4.0","2019-03-21 06:45:27"
545478,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""org.eclipse.passage.lic.define.feature""","2019-03-21 06:45:27"
545480,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] split ""org.eclipse.passage.lic.model.feature""","2019-03-21 06:45:26"
545483,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] hardware conditions should support hard disk","2019-03-21 06:45:27"
545536,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] include ""Developer Resources"" source features to p2 repositories","2019-03-21 06:45:27"
545553,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] Operator ""Open"" action should support file extensions from 0.3.3 version","2019-03-21 06:45:27"
545658,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] change default target to 2019-03","2019-03-27 07:28:03"
545711,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] must use signed plugins and features using the Eclipse certificate","2019-03-27 07:27:39"
545713,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] provide ""info"" restriction level","2019-03-27 07:27:11"
546074,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] Hardware Inspector dialog content should not be editable","2019-04-03 02:29:20"
546293,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] improve Licensing Back-End Components (LBC) API","2019-04-12 15:27:58"
546304,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] change version from 0.4.0 to 0.5.0","2019-04-10 12:27:06"
546335,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] add Licensing Development Components (LDC) to the build","2019-04-22 05:02:33"
546358,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] update target platform to Eclipse 2019-06 stream","2019-04-12 03:57:49"
546393,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] extract org.apache.httpcomponents dependent code from lic.net","2019-04-13 09:34:37"
546636,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] org.eclipse.passage.lic.emf should not require org.eclipse.passage.lic.equinox","2019-04-23 08:42:55"
546678,"Passage","General","alexander.fedorov","RESOLVED","FIXED","[Passage] rename LBC Runtime to LBC API","2019-04-30 06:25:46"
