"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
579662,"Papyrus","Manufacturing","asma.smaoui","UNCONFIRMED"," ---","[Papyrus4Manufacturing] First click in property tab resets it","2022-05-09 14:48:01"
579913,"Papyrus","Manufacturing","asma.smaoui","UNCONFIRMED"," ---","[Papyrus4Manufacturing] Method overloading broken in JDT integration","2022-06-23 10:02:36"
580075,"Papyrus","Manufacturing","asma.smaoui","UNCONFIRMED"," ---","[Papyrus4Manufacturing] Import statements in JDT editor sometimes hidden","2022-06-23 09:59:41"
446331,"Papyrus","Designer","cedric.dumoulin","UNCONFIRMED"," ---","[java code generator] Error occurs when a Class has a Java Primitive Type","2017-08-02 13:00:25"
489844,"Papyrus","Designer","cedric.dumoulin","UNCONFIRMED"," ---","[Java Reverse] Need to update the java reverse parser to the latest Java version","2017-08-02 12:59:22"
477249,"Papyrus-rt","test","charles","UNCONFIRMED"," ---","[Model import Test] small PingPong example:  type of the log ports not set to UMLRTLogProtocol","2016-11-11 07:20:46"
414184,"Papyrus","Others","mdt-papyrus-inbox","UNCONFIRMED"," ---","[CDO] Problems in remotely locked class elements","2015-08-17 13:50:18"
417347,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[Profiles] Custom UML Profile - Show Stereotype Label on Diagram rather than Source Element Label","2017-08-07 10:33:39"
420068,"Papyrus","Others","mdt-papyrus-inbox","UNCONFIRMED"," ---","[UMLTextEditors] Editing StateMachine transition using xtext embedded editor results in ""internal error occurred during: ""XtextReconcilerJob"".""","2018-09-21 07:19:03"
424049,"Papyrus","Designer","mdt-papyrus-inbox","UNCONFIRMED"," ---","Papyrus diagram editor does not issue notification when editor input changes","2021-06-10 08:48:03"
425594,"Papyrus","Core","mdt-papyrus-inbox","UNCONFIRMED"," ---","Extern property with package visibility incorrectly initialized by default class constructor with default value","2014-06-30 19:58:15"
425598,"Papyrus","Designer","mdt-papyrus-inbox","UNCONFIRMED"," ---","Qualified path for Class Operations with package visibility in generated CPP file resolve to Class instead of Namespace","2017-08-07 11:31:40"
425732,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[ClassDiagram] Assocation change of navigable flag results in inconsistent association","2017-08-02 11:38:06"
430244,"Papyrus","Core","mdt-papyrus-inbox","UNCONFIRMED"," ---","Hangs when exporting pdf to networked drive","2014-03-13 03:11:39"
431061,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[StateMachineDiagram] Impossible to add a ""common"" Region horizontally to existing vertical split spanning both","2017-08-02 11:40:15"
432954,"Papyrus","Core","mdt-papyrus-inbox","UNCONFIRMED"," ---","[Profiles] updating profile does not trigger re-apply if Profile URI has a user defined value","2017-08-07 10:50:24"
434493,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[ComponentDiagram] copy & pasted ports apply in on (root)model cant be deleted","2017-08-02 11:39:12"
437737,"Papyrus","Core","mdt-papyrus-inbox","UNCONFIRMED"," ---","Link new model as sub-model into existing model","2014-06-19 06:56:09"
438596,"Papyrus","Core","mdt-papyrus-inbox","UNCONFIRMED"," ---","Package import fails due to illegalValueException on association nodes","2014-11-28 05:57:37"
440472,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[ComponentDiagram] Connectors not drawable between Ports in ComponentDiagram","2017-08-02 11:40:36"
440655,"Papyrus","Designer","mdt-papyrus-inbox","UNCONFIRMED"," ---","[Java Code Reverse] drag and drop handler should allow to display reversed java elements","2017-08-02 13:00:13"
442120,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[UsecaseDiagram] Abstraction association loses stereotype when reopening diagram","2017-08-02 11:57:03"
443885,"Papyrus","Diagram","mdt-papyrus-inbox","UNCONFIRMED"," ---","[SequenceDiagram] Operator kind labels should be on top of other parts of the combined fragment","2017-08-02 11:39:52"
