"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
428623,"Java Server Faces","Core","accceleo-inbox","UNCONFIRMED"," ---","Save failed - JBoss Tools HTML Editor","2014-02-21 04:49:41"
580536,"Jersey","General","jersey-inbox","UNCONFIRMED"," ---","jersey / jetty issue with forward slash in path parameters","2022-08-09 09:55:42"
536825,"JGit","JGit","jgit.core-inbox","UNCONFIRMED"," ---","“No repository found containing: …” error","2019-04-16 13:47:26"
501155,"JSDT","General","jsdt.javascript-inbox","UNCONFIRMED"," ---","When opening JavaScript file in editor: ""FunctionBinding cannot be cast to IVariableBinding""","2018-07-05 15:12:27"
533362,"JTS","General","jts-inbox","UNCONFIRMED"," ---","http://repo.locationtech.org/ is down","2018-04-08 21:01:25"
547009,"JTS","General","jts-inbox","UNCONFIRMED"," ---","Problems with the Location Tech Repo","2019-05-06 10:33:47"
577846,"Jersey","General","nobody","UNCONFIRMED"," ---","EnumMessageProvider differs in behavior from TypeFromStringEnum param converter","2023-12-05 07:46:11"
298588,"JSDT","Debug","jsdt.debug-inbox","NEW"," ---","Support for SourceURL in eval'ed blocks","2011-05-25 21:01:31"
183441,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation] Faces-Config models loaded from jars through JSFAppConfig do not support extension data3","2008-02-06 14:19:45"
240394,"Java Server Faces","Core","cameron.bateman","NEW"," ---","workspace file locking and other issues with JSF tag introspection","2013-02-07 14:13:37"
191496,"Java Server Faces","UI","debajit.adhikary","NEW"," ---","Unable to use palette on nav rule faces config editor without mouse","2010-12-09 13:55:46"
268407,"Java Server Faces","JSF Tools","debajit.adhikary","NEW"," ---","Focus not set properly after activating faces-config editor with the keyboard","2010-12-09 11:25:41"
268426,"Java Server Faces","JSF Tools","debajit.adhikary","NEW"," ---","Objects on Navigation Rule tab of faces-config editor aren't accessible","2010-12-09 11:24:57"
173731,"Java Server Faces","UI","gerry.kessler","NEW"," ---","Navigation page of Faces Config. Editor should support adding new pages","2009-03-20 10:45:34"
267958,"Java Server Faces","Core","gerry.kessler","NEW"," ---","[WPE] API - WPE Palette for html and jsp tags uses bad tag uri and names","2014-09-09 15:39:48"
267319,"Java Server Faces","UI","ian.trimble","NEW"," ---","UI (and some API?) required to allow non-plugin approach to DT Skin registration","2014-09-09 15:37:07"
475321,"Java Server Faces","Core","ian.trimble","NEW"," ---","The description of attributes are not displayed","2018-06-19 09:26:00"
310681,"JSDT","Debug","jsdt.debug-inbox","NEW"," ---","ScriptLoadBreakpoint should show script file","2010-10-05 11:13:59"
287930,"JSDT","General","jsdt.javascript-inbox","NEW"," ---","[UI] New JavaScript Source File should filter folder selection to JavaScript projects","2013-07-18 14:07:14"
323211,"JSDT","General","jsdt.javascript-inbox","NEW"," ---","[libraries] Provide HTML5 browser library","2013-07-18 14:07:13"
325379,"JSDT","General","jsdt.javascript-inbox","NEW"," ---","[editor][views] JSDoc rendering of doc tags needs improvement","2014-05-29 13:50:07"
406575,"JSDT","General","jsdt.javascript-inbox","NEW"," ---","Investigate merging NJSDoc support into JSDT","2014-03-07 14:11:26"
462350,"Jubula (Archived)","Core","jubula.core-inbox","NEW"," ---","Jubula client API - way of m2-repo provisioning is not a valid remote maven repository","2023-03-17 12:15:25"
466399,"Jubula (Archived)","Core","jubula.core-inbox","NEW"," ---","o.e.jdt.annotation_2.0.0 plugin contained in org.eclipse.jubula.repo.zip","2023-03-29 02:09:42"
476103,"Jubula (Archived)","Core","jubula.core-inbox","NEW"," ---","Test Execution: Drag and Drop in lists does not work on Linux for RCP toolkit","2023-07-21 09:08:10"
508926,"Jubula (Archived)","Core","jubula.core-inbox","NEW"," ---","MySQL: Databases with UTF-8 encoding have not tables for testresult and testresult summary","2023-04-04 07:30:19"
414223,"Jubula (Archived)","RC","jubula.rc-inbox","NEW"," ---","GEF support is not available in e4 compat layer / e4.swt mode","2017-08-22 05:46:59"
423297,"Jubula (Archived)","RC","jubula.rc-inbox","NEW"," ---","JavaFX toolkit - support ""javafx.scene.control.ButtonBase""","2014-02-28 04:15:49"
429005,"Jubula (Archived)","RC","jubula.rc-inbox","NEW"," ---","JavaFX toolkit - support ""javafx.scene.control.ComboBox""","2015-08-13 06:03:33"
459870,"Jubula (Archived)","RC","jubula.rc-inbox","NEW"," ---","Prevent and/or handle the starting/connecting to an AUT with a RC-Code version that differs from the ITE's version","2023-01-06 14:28:04"
145288,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation]:Bundle localization not supported","2010-12-30 18:14:19"
146873,"Java Server Faces","Core","cameron.bateman","NEW"," ---","Can't get JSF version from faces-config EMF model","2007-10-22 19:43:32"
146921,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation]: Java instance objects cannot be fully populated with design time map info","2008-01-14 14:10:11"
149497,"Java Server Faces","Core","cameron.bateman","NEW"," ---","Should support f:selectItems validation of value","2008-04-14 19:52:49"
151175,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation]: Design time method resolver does not handle method overloading","2008-02-06 14:50:04"
151179,"Java Server Faces","Core","cameron.bateman","NEW"," ---","ENHANCEMENT: Validate arguments in load bundle messages","2008-02-06 14:56:27"
151181,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation]: Mixed  EL not fully supported","2023-03-15 08:39:38"
151703,"Java Server Faces","JSF Tools","cameron.bateman","NEW"," ---","Enable ""free"" usage of EL completion","2010-12-17 13:12:19"
152758,"Java Server Faces","Core","cameron.bateman","NEW"," ---","Important changes for Faces 1.2","2008-04-15 17:18:20"
162158,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[enhancement] EL scoping","2008-04-14 19:53:34"
166159,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[design request] JSF tooling should work without facets","2010-12-17 13:14:25"
167194,"Java Server Faces","UI","cameron.bateman","NEW"," ---","[enhancement] Faces-Config editor should allow New Class wizards","2008-02-06 15:21:02"
172940,"Java Server Faces","UI","cameron.bateman","NEW"," ---","Child context menu on a component should display the value of a configurable property","2008-02-06 15:25:22"
173002,"Java Server Faces","UI","cameron.bateman","NEW"," ---","[WPE] Component drop tool is not escapable once dragged over the SSE","2010-02-20 23:40:32"
179854,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[framework enhancement] Need a way for a resolved symbol to find it's base (original base object)","2009-09-30 09:20:59"
180020,"Java Server Faces","JSF Tools","cameron.bateman","NEW"," ---","Informational ""Refreshing local"" error messages hiding exceptions","2008-04-14 19:27:51"
183425,"Java Server Faces","JSF Tools","cameron.bateman","NEW"," ---","[performance] Add JSF performance JUnit test suite","2008-04-15 17:39:02"
183684,"Java Server Faces","JSF Tools","cameron.bateman","NEW"," ---","[testing] JSFTestUtils.getAbsolutePath() fails with spaces in path name","2008-04-15 17:23:53"
184661,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation] No separate support for Unifed EL","2008-02-06 16:43:38"
184662,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation] No support for ""EL Variables""","2009-09-30 09:40:09"
184663,"Java Server Faces","Core","cameron.bateman","NEW"," ---","[limitation] No facet mechanism for framework selection","2008-02-06 16:45:13"
191596,"Java Server Faces","UI","cameron.bateman","NEW"," ---","[WPE] Web Page Editor - repaint problem in RTL mode","2010-02-21 15:17:28"
192257,"Java Server Faces","Core","cameron.bateman","NEW"," ---","ElementEdit API is marked as internal","2008-04-15 17:24:49"
192565,"Java Server Faces","UI","cameron.bateman","NEW"," ---","Preference pages want empty space","2008-04-14 19:37:53"
195870,"Java Server Faces","Core","cameron.bateman","NEW"," ---","problem loading faces-config model from workspace jar","2008-08-09 20:16:44"
200440,"Java Server Faces","Core","cameron.bateman","NEW"," ---","Static tag validation doesn't check for empty for on h:message","2008-02-06 17:57:01"
201316,"Java Server Faces","Core","cameron.bateman","NEW"," ---","TypeUtil.resolveTypeSignature loses information about the type.","2008-02-06 17:59:04"
