"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
419930,"Paho","Samples","andypiperuk","UNCONFIRMED"," ---","New MQTT Client for Java ME v3.2 (CLDC-1.1/IMP-NG)","2016-02-24 10:58:33"
553785,"Paho","Sandbox","arlen.nipper","UNCONFIRMED"," ---","Sandbox certificate for mqtt.eclipse.org is expired since Oct 17 10:21:17 2019 GMT","2019-12-04 17:31:16"
487765,"Paho","MQTT","asm","UNCONFIRMED"," ---","Example Go code stdoutsub.go needs PingTimeout specified.","2019-08-16 07:32:55"
487766,"Paho","MQTT","asm","UNCONFIRMED"," ---","MQTT Go code might have an incorrect KeepAlive setting to reset its timer.","2019-08-16 07:33:23"
488235,"Paho","MQTT","asm","UNCONFIRMED"," ---","Golang Paho should export forceDisconnect (change name to ForceDisconnect)","2019-08-16 07:34:23"
515143,"Paho","MQTT","asm","UNCONFIRMED"," ---","Deadlock in ping","2020-01-14 13:49:49"
437671,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","C++ Sample Compile fails","2017-08-24 08:38:59"
471765,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","Fix for compilation error","2015-07-03 04:38:03"
480007,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","Unable to use set_user_name and set_password methods in connect_options class","2015-10-16 17:41:43"
482241,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","Unsubscribe filter collection inside the mqtt::client","2015-11-16 02:58:21"
579933,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","Using same cliend Id for password authentication updates the password","2022-05-15 14:39:41"
581063,"Paho","MQTT-C++","fpagliughi","UNCONFIRMED"," ---","mosquitto_connect_bind TCP Timeout Too Long, Need API to Set TCP_SYNCNT.","2022-11-17 01:50:23"
489815,"Paho","MQTT","icraggs","UNCONFIRMED"," ---","Memory slowly increase using mqtt v3 java client, especially when connection broken and reconnect happens","2016-03-17 21:06:43"
489909,"Paho","MQTT","icraggs","UNCONFIRMED"," ---","MqttClient times out when there are concurrent subscribe, unsubscribe and publish operations on same MqttClient instance","2016-03-18 04:54:40"
494907,"Paho","MQTT","icraggs","UNCONFIRMED"," ---","MQTTPacket_readnb always expects to have a remaining data","2016-05-30 07:28:33"
