"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
445858,"WTP Common Tools","wst.common","error-reports-inbox","UNCONFIRMED"," ---","Function group org.eclipse.jst.j2ee contains no pattern bindings (err_grp: ab0cc3de)","2014-11-13 09:11:18"
466940,"WTP Java EE Tools","jst.j2ee","jst.j2ee-inbox","UNCONFIRMED"," ---","i'm trying to create a web service and I am getting this error and unable to create it","2015-11-04 06:37:01"
561466,"WTP Source Editing","jst.jsp","jst.jsp-inbox","UNCONFIRMED"," ---","[jsp editor] Opening path | source in file explorer multiple times when typing or focusing ""<c:""","2020-03-26 09:14:42"
445589,"WTP Common Tools","wst.common","marcel.bruch","UNCONFIRMED"," ---","Failed while invoking preset factory ""org.eclipse.wst.common.project.facet.co... (err_grp: e334585c)","2014-10-03 06:02:50"
444096,"Wakaama","Core","wakaama-inbox","UNCONFIRMED"," ---","Reading a whole object should return an array of object instances","2014-09-15 08:03:53"
465423,"WTP ServerTools","wst.server","wst.server-inbox","UNCONFIRMED"," ---","Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".","2015-11-04 02:34:15"
542472,"WTP ServerTools","wst.server","wst.server-inbox","UNCONFIRMED"," ---","Test resources are deployed to web server","2021-05-24 03:54:20"
360122,"WTP Java EE Tools","wst.web","ccc","NEW"," ---","Add source folder mappings to Deployment Assembly when java and wst.web facets coexist","2014-05-22 13:52:31"
387448,"WTP Releng","releng","diegosr","NEW"," ---","Modifications for checkout.xml to make it grab releng files from Git repository instead of CVS","2018-06-29 15:14:13"
518951,"Working Groups","LocationTech","locationtech.wg-inbox","NEW"," ---","github.com/locationtech/geowave administration issues","2019-05-06 04:41:50"
267447,"WTP ServerTools","wst.server","arvera","NEW"," ---","TCP/IP monitor displays the 'size' of the requests incorrectly","2010-06-16 11:16:41"
291118,"WTP ServerTools","wst.server","arvera","NEW"," ---","Add/Remove should call publish(IModule[])","2010-11-04 15:07:23"
294099,"WTP ServerTools","jst.server","arvera","NEW"," ---","Add and Remove Projects window does not comply with Eclipse/IBM UI guidelines","2011-06-08 10:20:30"
306412,"WTP ServerTools","wst.server","arvera","NEW"," ---","Exceptions are consumed/hidden from callers","2010-08-09 16:55:27"
307607,"WTP ServerTools","wst.server","arvera","NEW"," ---","ServerView2: Modules in the view do not show the deployed valued","2010-11-02 16:20:09"
343751,"WTP ServerTools","wst.server","arvera","NEW"," ---","'Run on Server' launch shortcut shows up everywhere","2016-12-11 07:10:09"
107795,"WTP Java EE Tools","jst.j2ee","cbridgha","NEW"," ---","[modulecore] Should .wtpmodules map java output directory instead of java source directory to WEB-INF/classes?","2008-05-22 14:44:45"
157317,"WTP Java EE Tools","jst.j2ee","cbridgha","NEW"," ---","[modulecore] Internal errors navigating to J2EE Module Dependancies page","2006-09-20 09:45:16"
205408,"WTP Java EE Tools","wst.web","cbridgha","NEW"," ---","Linking Web Context Roots like ""Java Resources""","2010-11-04 14:22:02"
160163,"WTP Java EE Tools","jst.j2ee","ccc","NEW"," ---","[j2ee] No source/javadoc attachments for J2EE Module Dependencies","2011-05-20 09:18:32"
162465,"WTP Java EE Tools","jst.j2ee","ccc","NEW"," ---","[j2ee] Support wildcards for runtime types in extension points","2010-11-04 14:21:14"
173901,"WTP Java EE Tools","jst.j2ee","ccc","NEW"," ---","Do we need separate ""Static"" and ""Dynamic"" web project wizards","2012-08-28 10:46:13"
257745,"WTP Java EE Tools","wst.web","ccc","NEW"," ---","New Dynamic WebProject wizard doesn't update correctly","2009-09-28 19:23:40"
289667,"WTP Common Tools","wst.common","ccc","NEW"," ---","Need to create new common jst ui feature","2010-03-16 15:35:24"
247891,"WTP ServerTools","wst.server","deboer","NEW"," ---","Consider having all ""remote"" server adapers","2017-10-11 16:27:52"
216924,"WTP Common Tools","wst.common","dimitar.giormov","NEW"," ---","Data models of contributed wizard pages are not loaded if the wizard is finished on the first page","2011-05-20 09:19:24"
278235,"WTP Source Editing","wst.xsl","d_a_carver","NEW"," ---","[debug] Debugging and Launching should not allow Xalan to process XSLT 2.0","2011-04-28 15:54:09"
144510,"WTP Webservices","jst.ws","ericdp","NEW"," ---","Ant task should reuse mappings from widget binding","2010-06-10 13:40:33"
249132,"WTP Webservices","wst.ws","ericdp","NEW"," ---","Ant task should reuse command fragment and mapping from wizard","2009-10-08 13:49:52"
115892,"WTP Common Tools","Faceted Project Framework","fproj-inbox","NEW"," ---","[UI] Need Auto-selection of facet dependencies","2012-01-03 14:32:18"
197221,"WTP Java EE Tools","wst.web","galileo","NEW"," ---","Adding a project as a module dependency modifies the project","2012-05-01 15:14:48"
207974,"WTP Common Tools","wst.common","jmmunoz","NEW"," ---","AppConfigValidator doesn't release preexisting models","2012-05-01 15:17:32"
116058,"WTP Java EE Tools","jst.jem","jst.j2ee-inbox","NEW"," ---","Inner classes not detected","2009-05-31 23:44:05"
241333,"WTP Java EE Tools","jst.j2ee","jst.j2ee-inbox","NEW"," ---","Delta files reported are incorrectly twice during a publish","2011-05-20 09:18:04"
93885,"WTP Source Editing","jst.jsp","jst.jsp-inbox","NEW"," ---","[validation] JSP Editor wrongly reports variable as never read","2013-07-18 14:17:21"
