"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
499460,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","OverlappingFileLockException below ExclusiveFileAccessManager.access (thrown in SharedFileLockTable.checkList)","2017-02-08 11:49:40"
501825,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","IllegalStateException in DefaultToolingClient.<clinit>","2017-02-08 11:49:37"
529328,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Gradle project import and add gradle nature don't work","2019-01-24 10:47:41"
529693,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Buildship does not recognize custom java source layout","2018-01-11 12:32:09"
531847,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Set Gradle JRE in the Gradle section of the Project properties","2018-03-01 11:30:28"
533440,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Searching for a file/resource is showing up twice - in a gradle project","2018-04-10 12:14:49"
535496,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Causes severe slowdown when typing and pasting code.","2019-01-24 10:41:16"
539588,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Buildship is not able to figure out Gradle and Java Home Directories","2019-01-14 09:14:33"
543214,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Test classes are not removed for Gradle sub projects","2020-06-03 18:44:22"
543896,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Missing Source folder in the eclipse project when importing the graphql-java project","2019-01-28 07:37:17"
545901,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","gradle Run Configurations arent applied and/or saved to the build","2019-06-25 02:53:33"
547594,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","When executing test class ""No JUnit tests found"" error message is shown","2019-06-13 14:41:50"
548455,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Buildship Java launch configuration missing JARs when specific version of Glassfish JAXB referenced","2019-06-20 03:03:52"
548603,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","[Regression] Program Arguments are not applied correctly to build when containing new lines","2019-07-02 04:47:26"
549828,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Buildship does not import existing Gradle project","2022-10-12 14:06:27"
552123,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Buildship introduces non-existing URLs into classpath","2019-10-15 12:42:43"
552212,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Gradle - Displayed page contains invalid values","2019-10-18 11:35:23"
558286,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","org.eclipse.buildship.core.internal.GradlePluginsRuntimeException: Can’t read root project location for project located at --","2019-12-17 08:14:18"
565726,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","web project on gradle multiproject setup raises java.lang.ClassNotFoundException","2020-07-30 19:59:41"
570043,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","importing multi module gradle project failed","2021-08-05 22:22:38"
576577,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Gradle does not add module dependencies to the module path","2022-09-29 06:58:43"
580417,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","always shows install pending in eclipse market place","2022-07-21 03:04:50"
582403,"Buildship","General","buildship-inbox","UNCONFIRMED"," ---","Compilation error when importing a Gradle project with Java modules","2023-09-13 08:35:47"
459215,"Californium","Californium","cf-inbox","UNCONFIRMED"," ---","OptionSet.getOthers() is private","2015-02-05 07:54:46"
459903,"Californium","Californium","cf-inbox","UNCONFIRMED"," ---","Have a setter for rootResource of the server","2015-02-13 11:20:59"
483581,"Californium","Californium","cf-inbox","UNCONFIRMED"," ---","californium-osgi fails jar validation","2015-12-17 10:26:01"
582762,"Californium","Scandium","cf-inbox","UNCONFIRMED"," ---","this test is done by 1040 for practical exam","2023-12-15 02:43:37"
454443,"Camf (ARCHIVED)","Application Deployment","loulloudes.n","UNCONFIRMED"," ---","Deployment Feedback","2014-12-08 10:15:21"
454446,"Camf (ARCHIVED)","Application Deployment","loulloudes.n","UNCONFIRMED"," ---","Deployment fails under Windows","2014-12-08 10:21:33"
450529,"Camf (ARCHIVED)","UI","stalosof","UNCONFIRMED"," ---","Patch for Cloud AMF Perspective","2014-11-07 14:25:53"
452263,"Camf (ARCHIVED)","Application Modelling","stalosof","UNCONFIRMED"," ---","Initial Value of instances are not checked in OpenStack submission","2014-11-19 08:13:25"
454444,"Camf (ARCHIVED)","Application Modelling","stalosof","UNCONFIRMED"," ---","Altering applications","2014-12-08 10:17:19"
454445,"Camf (ARCHIVED)","UI","stalosof","UNCONFIRMED"," ---","Cloud infrastructure setup not persisted","2014-12-08 10:19:06"
496611,"BPMN2Modeler","Core","bbrodt","NEW"," ---","Improve validation and error reporting for non-executable Processes","2016-09-14 12:10:59"
217228,"Babel","Website","babel.core-inbox","NEW"," ---","Translated/Untranlated/All - Switch for Texts","2022-04-28 08:42:28"
226410,"Babel","Plugins","babel.core-inbox","NEW"," ---","ClassCastException thrown when trying to open an error marker","2022-08-10 09:46:03"
248157,"Babel","Plugins","babel.core-inbox","NEW"," ---","NPE when using the messages editor","2022-05-05 10:33:59"
248548,"Babel","Website","babel.core-inbox","NEW"," ---","Marking string as (non-)translatable reloads file","2023-12-05 12:35:02"
248981,"Babel","Plugins","babel.core-inbox","NEW"," ---","Language pack messes up plugin dependencies","2022-04-17 06:41:53"
279580,"Babel","Plugins","babel.core-inbox","NEW"," ---","Provide download/update site for Messages Editor Plugin","2022-04-15 08:39:58"
298489,"Babel","Plugins","babel.core-inbox","NEW"," ---","Translation assistance tool for help files","2010-03-30 15:11:04"
401553,"Babel","Plugins","babel.core-inbox","NEW"," ---","Message-Editor: Keys that are unused do not get marked as such","2023-01-06 14:28:01"
401554,"Babel","Plugins","babel.core-inbox","NEW"," ---","Message.Editor: Clicking the ""="" icon on a key with a duplicate-value-issue does nothing","2023-01-06 18:23:51"
402133,"Babel","Plugins","babel.core-inbox","NEW"," ---","Enhancement Request: ""Remove Language from Project"" should allow removal of default language","2023-01-14 12:13:37"
402151,"Babel","Plugins","babel.core-inbox","NEW"," ---","NPE when trying to add the first key to a newly created resource bundle","2023-01-13 02:52:16"
403505,"Babel","Plugins","babel.core-inbox","NEW"," ---","Enable babel tools for running under Eclipse Version >= 3.6","2023-01-27 13:30:57"
469131,"Babel","Website","babel.core-inbox","NEW"," ---","Ability to search for a specific bundle","2021-12-14 18:07:22"
481593,"Babel","Website","babel.core-inbox","NEW"," ---","Consider creating Marketplace Entries for some/all languages","2023-03-23 11:55:41"
488150,"Babel","Plugins","babel.core-inbox","NEW"," ---","[Message editor] It should be possible to copy / paste keys and translations between resource bundles","2016-02-20 04:05:58"
516031,"Babel","Plugins","babel.core-inbox","NEW"," ---","adding a new key generate empty strings for all the available languages","2023-04-04 07:30:16"
561354,"Babel","Plugins","babel.core-inbox","NEW"," ---","Please sign Babel's jar file","2022-03-14 11:07:05"
564952,"Babel","Plugins","babel.core-inbox","NEW"," ---","Replace use of org.eclipse.ui.internal.misc.StringMatcher","2022-07-05 17:11:55"
572540,"Babel","Website","babel.core-inbox","NEW"," ---","FOR COMMITTERS link mentioned in wiki but not shown on web site","2023-03-23 09:05:30"
576021,"Babel","Website","babel.core-inbox","NEW"," ---","Please provide a ""sim-rel"" like latest update-site URL","2021-09-17 17:18:43"
579991,"Babel","Website","babel.core-inbox","NEW"," ---","No Babel nightly nor integration builds during last week","2022-12-30 13:09:28"
580982,"Babel","Website","babel.core-inbox","NEW"," ---","Wrong link to bugtracker on the importing.php page","2022-11-03 17:56:51"
582136,"Babel","Website","babel.core-inbox","NEW"," ---","The projects list of the Define Project Source Locations forms doesn't list all Eclipse Foundation projects","2023-06-28 12:43:25"
582481,"Babel","Website","babel.core-inbox","NEW"," ---","delivered P2 update sites not consumeable by tycho mvn: protocol","2023-09-27 12:04:29"
211806,"Babel","Server","babel.server-inbox","NEW"," ---","Support for plaintext files","2022-09-23 04:59:47"
217262,"Babel","Server","babel.server-inbox","NEW"," ---","separate page with random string and input field","2008-01-31 09:39:31"
221282,"Babel","Server","babel.server-inbox","NEW"," ---","Integrate spell checking","2009-08-20 17:15:59"
223036,"Babel","Server","babel.server-inbox","NEW"," ---","Need API into the Babel server","2022-08-12 11:28:33"
225896,"Babel","Server","babel.server-inbox","NEW"," ---","Ability to change the size of the edit window","2008-04-09 06:45:12"
226268,"Babel","Server","babel.server-inbox","NEW"," ---","Provide key bindings for save","2008-04-09 07:47:03"
226707,"Babel","Server","babel.server-inbox","NEW"," ---","Develop a mechanism to send notifications out of string changes","2022-04-14 05:42:24"
233000,"Babel","Server","babel.server-inbox","NEW"," ---","Recent translations / RSS feed","2015-06-28 08:55:40"
240572,"Babel","Server","babel.server-inbox","NEW"," ---","need a way to revert recent translations","2022-08-12 15:00:37"
246199,"Babel","Server","babel.server-inbox","NEW"," ---","Provide context for strings","2009-04-01 14:19:19"
248027,"Babel","Server","babel.server-inbox","NEW"," ---","on-demand generation of language packs","2022-04-21 18:04:28"
248527,"Babel","Server","babel.server-inbox","NEW"," ---","Create administrative pages for Babel","2022-04-24 14:56:12"
248570,"Babel","Server","babel.server-inbox","NEW"," ---","Page showing the different translations of the same string","2008-12-05 05:56:30"
248703,"Babel","Server","babel.server-inbox","NEW"," ---","Display the number of remaining translations for each language on the stats page","2009-01-26 18:58:27"
248835,"Babel","Server","babel.server-inbox","NEW"," ---","Create a release_trains table, give the ability to version release trains","2008-10-08 10:28:35"
254418,"Babel","Server","babel.server-inbox","NEW"," ---","Issues with Eclipse Genie translations","2022-04-23 15:10:28"
254869,"Babel","Server","babel.server-inbox","NEW"," ---","Ability to contact fellow translators","2014-06-05 09:27:52"
255642,"Babel","Server","babel.server-inbox","NEW"," ---","[maps processor] project_versions table needs a 'frozen' field","2022-04-10 08:31:52"
258216,"Babel","Server","babel.server-inbox","NEW"," ---","Propagate translations from en_GB into Commonwealth English locales","2010-08-04 08:22:09"
258217,"Babel","Server","babel.server-inbox","NEW"," ---","Need to mark messages as ""inherit from parent locale"" in bulk","2022-08-11 14:50:16"
258218,"Babel","Server","babel.server-inbox","NEW"," ---","""Non-Translatable"" should be propagated to identical strings in all locales","2022-04-20 04:54:24"
258764,"Babel","Server","babel.server-inbox","NEW"," ---","[stats] Statistics don't account for inherited/fallback translations","2022-04-30 12:03:36"
258783,"Babel","translations","babel.server-inbox","NEW"," ---","Add translation fragments for Subversive project","2013-03-01 09:24:20"
259951,"Babel","Server","babel.server-inbox","NEW"," ---","Lock a project or a set of files for translation","2009-01-05 09:26:03"
262588,"Babel","Server","babel.server-inbox","NEW"," ---","Enhancement Request: display a list of entries that missing translations per project per language code.","2009-01-27 18:29:38"
270664,"Babel","translations","babel.server-inbox","NEW"," ---","Provide Buckminster resolution as an alternative to find project source","2009-04-06 14:46:08"
275311,"Babel","Server","babel.server-inbox","NEW"," ---","cannot use muliple selection with no-translatable checkbox","2023-09-10 02:50:07"
277231,"Babel","Server","babel.server-inbox","NEW"," ---","process_map_files.php assumes svn is located at /usr/local/bin/svn","2009-05-20 17:55:56"
279011,"Babel","Server","babel.server-inbox","NEW"," ---","Jump to a string_id","2022-05-10 13:45:27"
279053,"Babel","Server","babel.server-inbox","NEW"," ---","Provide web service to accept English properties files into Babel","2009-06-04 22:54:35"
281875,"Babel","Server","babel.server-inbox","NEW"," ---","Package the babel server for easy installation","2022-04-23 14:56:30"
282139,"Babel","translations","babel.server-inbox","NEW"," ---","[Markers] Error - unhandled event loop exception","2009-07-30 12:11:43"
299049,"Babel","Server","babel.server-inbox","NEW"," ---","Cannot set a translation to the empty string","2022-04-08 02:31:32"
300192,"Babel","Server","babel.server-inbox","NEW"," ---","When a project is not part of a train, add a visual clue to the translation tool","2022-04-11 13:46:59"
310656,"Babel","translations","babel.server-inbox","NEW"," ---","Using pseudo translation packages shows the synchronize view with no icons","2022-12-25 12:31:31"
316873,"Babel","Server","babel.server-inbox","NEW"," ---","Package multiple languages together","2010-12-21 14:45:37"
348701,"Babel","translations","babel.server-inbox","NEW"," ---","Please add german language pack for modeling.mdt.uml2","2011-10-06 12:36:17"
392570,"Babel","translations","babel.server-inbox","NEW"," ---","Babel should join the release train","2022-09-14 08:08:47"
404495,"Babel","Server","babel.server-inbox","NEW"," ---","Leverage the Project Management Infrastructure to provision releases","2024-02-20 01:40:28"
530954,"Babel","Server","babel.server-inbox","NEW"," ---","Babel project sync should use PMI for Bugzilla data, not old project meta-data","2024-02-13 17:51:41"
534967,"Babel","Server","babel.server-inbox","NEW"," ---","Search functionality to find translation keys on Babel web site","2022-04-04 06:43:47"
560281,"Babel","translations","babel.server-inbox","NEW"," ---","Please add support for signed plugins","2024-01-30 03:42:31"
564497,"Babel","Server","babel.server-inbox","NEW"," ---","HTML errors in Babel translate page","2022-06-13 06:12:18"
564510,"Babel","Server","babel.server-inbox","NEW"," ---","Clear translation hint button doesn't work first time","2022-06-12 09:07:28"
571796,"Babel","Server","babel.server-inbox","NEW"," ---","Add option to translate with Google Translate","2023-03-01 12:44:13"
579565,"Babel","Server","babel.server-inbox","NEW"," ---","added translations for 2021-09 for cz,hu,sk,sl","2022-04-22 13:19:23"
580757,"Babel","translations","babel.server-inbox","NEW"," ---","Typo in Russian translation in org.eclipse.equinox.p2.operations.nl_ru_4.22.0","2022-09-19 05:39:36"
