centroid,data_point,distance
214068.0,214072.0,0.5132139649367655
214068.0,214069.0,1.0
214068.0,214337.0,0.5043427939865667
214072.0,214068.0,0.5132139649367655
214072.0,214069.0,0.5132139649367655
214072.0,214074.0,0.6156878699332241
214072.0,214082.0,0.6313784443476973
214072.0,214178.0,0.5625197460457705
214072.0,214187.0,0.6531746012941644
214072.0,214196.0,0.5802020732170041
214072.0,214206.0,0.5797436159248323
214072.0,214337.0,0.7746314198010192
214072.0,214712.0,0.6872653378904525
214069.0,214068.0,1.0
214069.0,214072.0,0.5132139649367655
214069.0,214337.0,0.5043427939865667
214073.0,214208.0,0.5383039304859208
214080.0,214089.0,0.5553526577229015
214080.0,214299.0,0.5421503970814601
214074.0,214072.0,0.6156878699332241
214074.0,214082.0,0.6755348042743068
214074.0,214087.0,0.6639483206770662
214074.0,214178.0,0.681111483647181
214074.0,214187.0,0.729553909835659
214074.0,214198.0,0.5329356401542932
214074.0,214196.0,0.7362530925375059
214074.0,214337.0,0.7121067843963432
214074.0,214712.0,0.6627578330975039
214074.0,214868.0,0.5378349479585549
214082.0,214072.0,0.6313784443476973
214082.0,214074.0,0.6755348042743068
214082.0,214094.0,0.585444693939132
214082.0,214099.0,0.5925884912087899
214082.0,214112.0,0.5804049999139136
214082.0,214123.0,0.5956932245780885
214082.0,214187.0,0.504291942423005
214082.0,214198.0,0.6064864361915894
214082.0,214301.0,0.5287238917479848
214082.0,214303.0,0.5062568247699976
214082.0,214304.0,0.5611750157419058
214082.0,214305.0,0.5330324235837232
214082.0,214306.0,0.5331322449703435
214082.0,214333.0,0.5857204260951562
214082.0,214337.0,0.7736079355267002
214082.0,214343.0,0.6065961172899754
214082.0,214364.0,0.5363008251915481
214082.0,214377.0,0.5943122066226548
214082.0,214396.0,0.55319422033063
214082.0,214407.0,0.5823141382191915
214082.0,214415.0,0.5778769397775847
214082.0,214444.0,0.5662217581056366
214082.0,214556.0,0.5524527183702467
214082.0,214609.0,0.5578064126950897
214082.0,214611.0,0.5672304373852617
214082.0,214647.0,0.5433377009779448
214082.0,214701.0,0.5269805447621463
